Fahrzeugklasse;Fahrzeugart_Code;Fahrzeugart;SUV;Marken_Code;Marke;Marke_und_Typ;Typ1;Typ2;Typ3;Typ4;Typengenehmigungs.Nr;Typengenehmigungs.Nr_Zusatz;Typ;Variante;Version;Fahrgestell.Nr_Teil;Karosserieform_Code;Karosserieform;Farbe;Farbe_Zusatz;Sitzplätze;Sitzplätze_vorne;Stehplätze;Leergewicht;Nutzlast;Gesamtgewicht;Gesamtzugsgewicht;Anhängelast;Dachlast;Tankinhalt_Aufbaus;Hubraum;Zylinder;Leistung;Motorkennzeichen;Treibstoff_Code;Treibstoff;Hybridcode;CO2.WLTP;CO2.NEFZ;El.Verbrauch;Emissionscode;Getriebe_Code;Getriebe;Getriebe_Detailcode;Antrieb_Code;Antrieb;Achsen;Erstinverkehrsetzung_Jahr;Erstinverkehrsetzung_Monat;Erstinverkehrsetzung_Kanton;Erstinverkehrsetzung_Staat;Gebrauchtcode;Ersterfassung_Jahr;Ersterfassung_Monat;Schildfarbe_Code;Schildfarbe;Schildart_Code;Schildart;Inverkehrsetzung_Status_Code;Inverkehrsetzung_Kanton;PLZ;Staat_Code;Staat;Datenstand
M1;1;Personenwagen;1;4043;MERCEDES-BENZ;MERCEDES-BENZ AMG G 63;AMG G 63;AMG;G;63;1MG756;;;;;WDB4632721X......;161;Stationswagen;Schwarz;Metallic;5;2;0;2555;645;3200;0;3500;200;0;5461;8;420;157984;B;Benzin;N/A;0;322;;B6b;A;Automat;A7;A;Allrad;2;2016;10;BL;;;NA;NA;0;Weiss;N;Normalschild;I;VS;19..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;1;4043;MERCEDES-BENZ;MERCEDES-BENZ AMG G 63;AMG G 63;AMG;G;63;1MJ819;;;;;W1N4632761X......;161;Stationswagen;Grün;;5;2;0;2560;640;3200;0;3500;150;0;3982;8;430;177980;B;Benzin;N/A;373;330;;B6d;A;Automat;A9;A;Allrad;2;2021;5;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;TI;66..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;1;4043;MERCEDES-BENZ;MERCEDES-BENZ AMG G 63;AMG G 63;AMG;G;63;1MJ819;;;;;W1N4632761X......;161;Stationswagen;Braun;;5;2;0;2610;590;3200;0;3500;150;0;3982;8;430;177980;B;Benzin;N/A;373;330;;B6d;A;Automat;A9;A;Allrad;2;2021;10;SG;;;NA;NA;0;Weiss;N;Normalschild;I;ZH;81..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;1;4470;MERCEDES-AMG;Mercedes-Benz AMG G 63;z AMG G 63;z;AMG;G 63;IVI;;463A;C78FT1;CZAA050A;W1NYC7GJ6PX......;161;Stationswagen;Grau;;5;0;0;2642;558;3200;0;3500;0;0;3982;8;430;177980;B;Benzin;;369;NA;;B6d;A;Automat;A9;A;Allrad;2;2023;11;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;ZH;87..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;1;4043;MERCEDES-BENZ;Mercedes-Benz AMG G 63;AMG G 63;AMG;G;63;1MJ819;M;;;;W1N4632761X......;161;Stationswagen;Schwarz;;5;2;0;2560;640;3200;0;3500;150;0;3982;8;515;177980;B;Benzin;N/A;373;330;;B6d;A;Automat;A9;A;Allrad;2;2022;2;AG;;;NA;NA;0;Weiss;N;Normalschild;I;BE;36..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;1;4043;MERCEDES-BENZ;MERCEDES-BENZ AMG G63 Brabus;AMG G63 Brabus;AMG;G63;Brabus;;X;;;;WDB4632761X......;161;Stationswagen;Schwarz;;5;2;0;2620;580;3200;0;0;0;0;3982;8;588;;B;Benzin;N/A;343;209;;B6d;A;Automat;A9;A;Allrad;2;2019;7;JU;Deutschland;A;2021;8;0;Weiss;N;Normalschild;I;VD;10..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;3;4043;MERCEDES-BENZ;MERCEDES-BENZ AMG GLA 35;AMG GLA 35;AMG;GLA;35;1MK247;;;;;W1N4N5BBXPJ......;161;Stationswagen;Weiss;;5;2;0;1762;438;2200;0;1800;75;0;1991;4;225;260920;B;Benzin;N/A;217;NA;;B6d;M;Mechanisch;M8A;A;Allrad;2;2022;9;BE;;;NA;NA;0;Weiss;N;Normalschild;I;BE;30..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;3;4043;MERCEDES-BENZ;MERCEDES-BENZ AMG GLA 35;AMG GLA 35;AMG;GLA;35;IVI;;F2B;OH51T1;JZAA150A;W1N4N5BB2PJ......;161;Stationswagen;Grau;;5;0;0;1763;437;2200;0;1800;0;0;1991;4;225;260920;B;Benzin;;205;0;;B6d;A;Automat;A8;A;Allrad;2;2022;12;SG;;;NA;NA;0;Weiss;N;Normalschild;I;FL;94..;FL;Liechtenstein;01.07.2024
M1;1;Personenwagen;3;4043;MERCEDES-BENZ;Mercedes-Benz AMG GLA 35 4MA;AMG GLA 35 4MA;AMG;GLA;35 4MA;IVI;;F2B;OH4NT1;JZAA050A;W1N4N5BB1RJ......;161;Stationswagen;Rot;;5;0;0;1810;440;2250;0;0;0;0;1991;4;225;260920;C;Benzin / Elektrisch;NOVC-HEV;207;NA;;B6d;A;Automat;A8;A;Allrad;2;2023;12;FR;;;NA;NA;0;Weiss;N;Normalschild;I;FR;16..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;1;4043;MERCEDES-BENZ;Mercedes-Benz AMG GLC;AMG GLC;AMG;GLC;;;X;;;;WDC2539641F......;161;Stationswagen;Schwarz;Metallic;5;2;0;1985;475;2460;0;2170;0;0;2996;6;270;;D;Diesel;N/A;0;224;;B6d;A;Automat;;A;Allrad;2;2019;3;ZH;Deutschland;A;2022;12;0;Weiss;N;Normalschild;I;ZH;81..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;1;4043;MERCEDES-BENZ;MERCEDES-BENZ AMG GLC 43;AMG GLC 43;AMG;GLC;43;1MH490;;;;;WDC2533641F......;161;Stationswagen;Schwarz;;5;2;0;2013;447;2460;0;2170;75;0;2996;6;270;276823;B;Benzin;N/A;258;224;;B6d;A;Automat;A9;A;Allrad;2;2018;12;GR;;;NA;NA;0;Weiss;N;Normalschild;I;FR;17..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;1;4043;MERCEDES-BENZ;MERCEDES-BENZ AMG GLC 43;AMG GLC 43;AMG;GLC;43;1MG895;;;;;WDC2539641F......;161;Stationswagen;Schwarz;Metallic;5;2;0;1845;615;2460;0;0;75;0;2996;6;270;276823;B;Benzin;N/A;0;199;;B6b;A;Automat;A9;A;Allrad;2;2017;7;VD;;;NA;NA;0;Weiss;N;Normalschild;I;LU;60..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;1;4043;MERCEDES-BENZ;MERCEDES-BENZ AMG GLC 43;AMG GLC 43;AMG;GLC;43;1MH114;;;;;WDC2533641F......;161;Stationswagen;Weiss;Metallic;5;2;0;1855;605;2460;0;2460;75;0;2996;6;270;276823;B;Benzin;N/A;0;203;;B6b;A;Automat;A9;A;Allrad;2;2017;2;BE;;;NA;NA;0;Weiss;N;Normalschild;I;VD;10..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;1;4043;MERCEDES-BENZ;MERCEDES-BENZ AMG GLC 43;AMG GLC 43;AMG;GLC;43;1MH491;;;;;WDC2539641F......;161;Stationswagen;Grau;Metallic;5;2;0;1865;595;2460;0;2170;75;0;2996;6;270;276823;B;Benzin;N/A;258;224;;B6d;A;Automat;A9;A;Allrad;2;2018;10;FL;;;NA;NA;0;Weiss;N;Normalschild;I;FL;94..;FL;Liechtenstein;01.07.2024
M1;1;Personenwagen;1;4043;MERCEDES-BENZ;MERCEDES-BENZ AMG GLC 43;AMG GLC 43;AMG;GLC;43;1MJ374;;;;;W1N2539641F......;161;Stationswagen;Weiss;Metallic;5;2;0;1875;585;2460;0;2460;75;0;2996;6;287;276823;B;Benzin;N/A;249;245;;B6d;A;Automat;A9;A;Allrad;2;2021;9;BE;;;NA;NA;0;Weiss;N;Normalschild;I;BE;34..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;1;4043;MERCEDES-BENZ;MERCEDES-BENZ AMG GLC 43;AMG GLC 43;AMG;GLC;43;1MJ927;;;;;W1N2533641G......;161;Stationswagen;Grau;Metallic;5;2;0;1960;500;2460;0;2460;75;0;2996;6;287;276823;B;Benzin;N/A;259;245;;B6d;A;Automat;A9;A;Allrad;2;2022;5;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;ZH;86..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;1;4043;MERCEDES-BENZ;MERCEDES-BENZ AMG GLC 43;AMG GLC 43;AMG;GLC;43;1MH491;;;;;WDC2539641F......;161;Stationswagen;Blau;Metallic;5;2;0;1865;595;2460;0;0;75;0;2996;6;270;276823;B;Benzin;N/A;258;224;;B6d;A;Automat;A9;A;Allrad;2;2018;10;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;ZH;81..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;1;4043;MERCEDES-BENZ;MERCEDES-BENZ AMG GLC 43;AMG GLC 43;AMG;GLC;43;1MH491;;;;;WDC2539641F......;161;Stationswagen;Schwarz;Metallic;5;2;0;1865;595;2460;0;0;75;0;2996;6;270;276823;B;Benzin;N/A;258;224;;B6d;A;Automat;A9;A;Allrad;2;2019;4;BL;;;NA;NA;0;Weiss;N;Normalschild;I;SO;41..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;1;4043;MERCEDES-BENZ;Mercedes-Benz AMG GLC 43 4MA;AMG GLC 43 4MA;AMG;GLC;43 4MA;IVI;;204 X;R85HT1;CZAA050D;W1N0J6EB4PG......;163;Limousine;Schwarz;;5;0;0;1934;526;2460;0;0;0;0;2996;6;287;276823;B;Benzin;;244;NA;;B6d;A;Automat;A9;A;Allrad;2;2023;12;AG;;;NA;NA;0;Weiss;N;Normalschild;I;AG;50..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;1;4043;MERCEDES-BENZ;MERCEDES-BENZ AMG GLC 63 S;AMG GLC 63 S;AMG;GLC;63 S;1MH947;;;;;W1N2533891F......;161;Stationswagen;Weiss;Metallic;5;2;0;2030;560;2590;0;0;75;0;3982;8;375;177980;B;Benzin;N/A;303;284;;B6d;M;Mechanisch;M9A;A;Allrad;2;2021;7;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;ZH;86..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;1;4043;MERCEDES-BENZ;MERCEDES-BENZ AMG GLC 63 S;AMG GLC 63 S;AMG;GLC;63 S;1MH948;;;;;WDC2539891F......;161;Stationswagen;Grau;;5;2;0;2025;555;2580;0;0;75;0;3982;8;375;177980;B;Benzin;N/A;303;284;;B6d;M;Mechanisch;M9A;A;Allrad;2;2019;10;BL;;;NA;NA;0;Weiss;N;Normalschild;I;BL;41..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;1;4043;MERCEDES-BENZ;MERCEDES-BENZ AMG GLC 63 S;AMG GLC 63 S;AMG;GLC;63 S;1MH648;;;;;WDC2539891F......;161;Stationswagen;Grau;;5;2;0;2135;445;2580;0;2170;75;0;3982;8;375;177980;B;Benzin;N/A;292;269;;B6d;M;Mechanisch;M9A;A;Allrad;2;2019;3;VS;;;NA;NA;0;Weiss;N;Normalschild;I;VS;19..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;1;4043;MERCEDES-BENZ;MERCEDES-BENZ AMG GLE 53;AMG GLE 53;AMG;GLE;53;1MJ358;;;;;W1N1671611A......;161;Stationswagen;Grau;Metallic;7;2;0;2498;652;3150;0;0;100;0;2999;6;320;256930;C;Benzin / Elektrisch;N/A;259;225;;B6d;A;Automat;A9;A;Allrad;2;2020;9;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;ZH;83..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ AMG SLC 43;AMG SLC 43;AMG;SLC;43;1MG805;;;;;WDD1724661F......;176;Offen mit Verdeck / Hardtop;Blau;Metallic;2;2;0;1595;295;1890;0;0;0;0;2996;6;270;276822;B;Benzin;N/A;0;178;;B6b;A;Automat;A9;H;Hinterrad;2;2016;5;GR;;;NA;NA;0;Weiss;N;Normalschild;I;SG;94..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ AMG SLC 43;AMG SLC 43;AMG;SLC;43;1MG805;;;;;WDD1724661F......;176;Offen mit Verdeck / Hardtop;Grau;;2;2;0;1595;295;1890;0;0;0;0;2996;6;270;276822;B;Benzin;N/A;0;178;;B6b;A;Automat;A9;H;Hinterrad;2;2017;3;VD;;;NA;NA;0;Weiss;N;Normalschild;I;VD;18..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 150;B 150;B;150;;1MD355;;;;;WDD2452311J......;163;Limousine;Schwarz;;5;2;0;1300;535;1835;0;0;75;0;1498;4;70;;B;Benzin;N/A;0;163;;B04;M;Mechanisch;M5;V;Vorderrad;2;2009;9;TI;;;NA;NA;0;Weiss;N;Normalschild;I;TI;65..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 150;B 150;B;150;;1MD355;;;;;WDD2452311J......;163;Limousine;Schwarz;;5;2;0;1350;485;1835;0;0;75;0;1498;4;70;;B;Benzin;N/A;0;163;;B04;M;Mechanisch;M5;V;Vorderrad;2;2005;12;GE;;;NA;NA;0;Weiss;N;Normalschild;I;GE;12..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 170;B 170;B;170;;1MD356;;;;;WDD2452321J......;163;Limousine;Schwarz;Metallic;5;2;0;1340;490;1830;0;0;75;0;1699;4;85;;B;Benzin;N/A;0;175;;B04;S;Stufenlos;S;V;Vorderrad;2;2009;2;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;SZ;64..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 170;B 170;B;170;;1MD356;;;;;WDD2452321J......;163;Limousine;Grau;Metallic;5;2;0;1360;470;1830;0;1300;75;0;1699;4;85;;B;Benzin;N/A;0;171;;B04;M;Mechanisch;M5;V;Vorderrad;2;2007;11;VS;;;NA;NA;0;Weiss;N;Normalschild;I;VS;39..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 170;B 170;B;170;;1MD356;;;;;WDD2452321J......;163;Limousine;Grau;Metallic;5;2;0;1360;470;1830;0;0;75;0;1699;4;85;;B;Benzin;N/A;0;175;;B04;S;Stufenlos;S;V;Vorderrad;2;2007;5;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;BE;30..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 170;B 170;B;170;;X;;;;;WDD2452321J......;161;Stationswagen;Grau;;5;2;0;1360;470;1830;0;0;75;0;1699;4;85;;B;Benzin;N/A;0;NA;;B04;S;Stufenlos;;V;Vorderrad;2;2009;5;SG;Oesterreich;A;2023;7;0;Weiss;N;Normalschild;I;SG;94..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 170;B 170;B;170;;1MD356;;;;;WDD2452321J......;163;Limousine;Grau;Metallic;5;2;0;1310;520;1830;0;0;75;0;1699;4;85;266940;B;Benzin;N/A;0;175;;B04;S;Stufenlos;S;V;Vorderrad;2;2008;1;TI;;;NA;NA;0;Weiss;N;Normalschild;I;LU;60..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 180;B 180;B;180;;1ME541;;;;;WDD2462421J......;161;Stationswagen;Grau;Metallic;5;2;0;1425;525;1950;0;0;75;0;1595;4;90;270910;B;Benzin;N/A;0;145;;B5b;M;Mechanisch;M7A;V;Vorderrad;2;2012;8;VD;;;NA;NA;0;Weiss;N;Normalschild;I;SZ;64..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 180;B 180;B;180;;1MF505;;;;;WDD2462421N......;161;Stationswagen;Weiss;;5;2;0;1410;540;1950;0;1200;75;0;1595;4;90;270910;B;Benzin;N/A;0;139;;B6b;M;Mechanisch;M7A;V;Vorderrad;2;2013;8;FR;;;NA;NA;0;Weiss;N;Normalschild;I;FR;17..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 180;B 180;B;180;;1ME541;;;;;WDD2462421J......;161;Stationswagen;Schwarz;Metallic;5;2;0;1425;535;1960;0;0;75;0;1595;4;90;270910;B;Benzin;N/A;0;144;;B5b;M;Mechanisch;M6;V;Vorderrad;2;2011;11;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;FL;89..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 180;B 180;B;180;;1ME166;;;;;WDD2452321J......;163;Limousine;Grau;Metallic;5;2;0;1370;460;1830;0;0;75;0;1699;4;85;;B;Benzin;N/A;0;177;;B5a;S;Stufenlos;S;V;Vorderrad;2;2011;2;LU;;;NA;NA;0;Weiss;N;Normalschild;I;ZH;86..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 180;B 180;B;180;;1MG292;;;;;WDD2462421J......;161;Stationswagen;Weiss;;5;2;0;1425;535;1960;0;0;75;0;1595;4;90;270910;B;Benzin;N/A;0;132;;B6b;M;Mechanisch;M7A;V;Vorderrad;2;2015;3;BL;;;NA;NA;0;Weiss;N;Normalschild;I;BL;41..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 180;B 180;B;180;;1ME541;;;;;WDD2462421J......;161;Stationswagen;Grau;Metallic;5;2;0;1425;525;1950;0;1200;75;0;1595;4;90;;B;Benzin;N/A;0;144;;B5b;M;Mechanisch;M6;V;Vorderrad;2;2012;4;BE;;;NA;NA;0;Weiss;N;Normalschild;I;BE;30..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 180;B 180;B;180;;1MG292;;;;;WDD2462421J......;161;Stationswagen;Grau;Metallic;5;2;0;1395;565;1960;0;0;75;0;1595;4;90;270910;B;Benzin;N/A;0;135;;B6b;M;Mechanisch;M6;V;Vorderrad;2;2016;1;AG;;;NA;NA;0;Weiss;N;Normalschild;I;AG;46..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 180;B 180;B;180;;1ME541;;;;;WDD2462421J......;161;Stationswagen;Weiss;;5;2;0;1395;565;1960;0;0;75;0;1595;4;90;270910;B;Benzin;N/A;0;144;;B5b;M;Mechanisch;M6;V;Vorderrad;2;2012;11;SG;;;NA;NA;0;Weiss;N;Normalschild;I;TG;85..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 180 BluE;B 180 BluE;B;180;BluE;1ME168;;;;;WDD2452321J......;163;Limousine;Grau;Metallic;5;2;0;1340;490;1830;0;0;75;0;1699;4;85;266940;B;Benzin;N/A;0;153;;B5a;M;Mechanisch;M5;V;Vorderrad;2;2010;7;FR;;;NA;NA;0;Weiss;N;Normalschild;I;VD;15..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 180 CDI;B 180 CDI;B;180;CDI;1MD358;;;;;WDD2452071J......;163;Limousine;Blau;;5;2;0;1470;410;1880;0;0;75;0;1992;4;80;;D;Diesel;N/A;0;164;;B04;S;Stufenlos;S;V;Vorderrad;2;2006;3;AG;;;NA;NA;0;Weiss;N;Normalschild;I;AG;57..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 180 CDI;B 180 CDI;B;180;CDI;1MD358;;;;;WDD2452071J......;163;Limousine;Grau;;5;2;0;1470;410;1880;0;0;75;0;1992;4;80;;D;Diesel;N/A;0;164;;B04;S;Stufenlos;S;V;Vorderrad;2;2005;6;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;SG;92..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 180 CDI EC;B 180 CDI EC;B;180;CDI EC;1MF104;;;;;WDD2462001N......;161;Stationswagen;Grau;Metallic;5;2;0;1505;525;2030;0;0;75;0;1796;4;80;;D;Diesel;N/A;0;115;;B5b;M;Mechanisch;M6;V;Vorderrad;2;2012;8;TG;;;NA;NA;0;Weiss;N;Normalschild;I;TG;85..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 200;B 200;B;200;;1MF512;;;;;WDD2462431N......;161;Stationswagen;Weiss;;5;2;0;1425;525;1950;0;0;75;0;1595;4;115;270910;B;Benzin;N/A;0;139;;B6b;M;Mechanisch;M7A;V;Vorderrad;2;2013;11;BE;;;NA;NA;0;Weiss;N;Normalschild;I;BE;30..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 200;B 200;B;200;;1MG295;;;;;WDD2462431N......;161;Stationswagen;Schwarz;;5;2;0;1425;535;1960;0;0;75;0;1595;4;115;270910;B;Benzin;N/A;0;132;;B6b;M;Mechanisch;M7A;V;Vorderrad;2;2018;2;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;ZH;80..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 200;B 200;B;200;;1MF512;;;;;WDD2462431N......;161;Stationswagen;Grau;Metallic;5;2;0;1425;525;1950;0;0;75;0;1595;4;115;270910;B;Benzin;N/A;0;139;;B6b;M;Mechanisch;M7A;V;Vorderrad;2;2013;7;GE;;;NA;NA;0;Weiss;N;Normalschild;I;GE;12..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 200;B 200;B;200;;1MH785;;;;;WDD2470871J......;161;Stationswagen;Grau;Metallic;5;2;0;1500;460;1960;0;0;75;0;1332;4;120;282914;B;Benzin;N/A;160;130;;B6d;M;Mechanisch;M7A;V;Vorderrad;2;2019;7;SZ;;;NA;NA;0;Weiss;N;Normalschild;I;SZ;86..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 200;B 200;B;200;;1MG295;;;;;WDD2462431J......;161;Stationswagen;Schwarz;Metallic;5;2;0;1395;565;1960;0;0;75;0;1595;4;115;270910;B;Benzin;N/A;0;132;;B6b;M;Mechanisch;M7A;V;Vorderrad;2;2016;5;VD;;;NA;NA;0;Weiss;N;Normalschild;I;VD;10..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 200;B 200;B;200;;1MG295;;;;;WDD2462431N......;161;Stationswagen;Grau;Metallic;5;2;0;1425;535;1960;0;0;75;0;1595;4;115;270910;B;Benzin;N/A;0;132;;B6b;M;Mechanisch;M7A;V;Vorderrad;2;2018;1;AG;;;NA;NA;0;Weiss;N;Normalschild;I;AG;46..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 200;B 200;B;200;;1MD359;;;;;WDD2452331J......;163;Limousine;Grau;Metallic;5;2;0;1390;490;1880;0;0;75;0;2035;4;100;;B;Benzin;N/A;0;180;;B04;S;Stufenlos;S;V;Vorderrad;2;2010;4;GE;;;NA;NA;0;Weiss;N;Normalschild;I;GE;12..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 200;B 200;B;200;;1MH785;;;;;WDD2470871J......;161;Stationswagen;Schwarz;Metallic;5;2;0;1410;550;1960;0;0;75;0;1332;4;120;282914;B;Benzin;N/A;160;130;;B6d;M;Mechanisch;M7A;V;Vorderrad;2;2019;11;AG;;;NA;NA;0;Weiss;N;Normalschild;I;AG;54..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 200;B 200;B;200;;1MD359;;;;;WDD2452331J......;163;Limousine;Grau;Metallic;5;2;0;1390;490;1880;0;0;75;0;2035;4;100;;B;Benzin;N/A;0;180;;B04;S;Stufenlos;S;V;Vorderrad;2;2006;4;ZH;;;NA;NA;0;Weiss;N;Normalschild;I;ZH;81..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 200;B 200;B;200;;1MF512;;;;;WDD2462431N......;161;Stationswagen;Schwarz;;5;2;0;1425;525;1950;0;0;75;0;1595;4;115;270910;B;Benzin;N/A;0;139;;B6b;M;Mechanisch;M7A;V;Vorderrad;2;2013;10;BE;;;NA;NA;0;Weiss;N;Normalschild;I;BE;25..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 200;B 200;B;200;;1MD359;;;;;WDD2452331J......;163;Limousine;Grau;Metallic;5;2;0;1345;535;1880;0;0;75;0;2035;4;100;;B;Benzin;N/A;0;180;;B04;M;Mechanisch;M5;V;Vorderrad;2;2008;10;GR;;;NA;NA;0;Weiss;K;Kantonsbefristet;I;ZG;37..;CZ;Tschechische Republik;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 200;B 200;B;200;;1MF512;;;;;WDD2462431N......;161;Stationswagen;Weiss;;5;2;0;1425;525;1950;0;0;75;0;1595;4;115;;B;Benzin;N/A;0;139;;B6b;M;Mechanisch;M7A;V;Vorderrad;2;2013;11;SO;;;NA;NA;0;Weiss;N;Normalschild;I;VD;18..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;Mercedes-Benz B 200 4MATIC;B 200 4MATIC;B;200;4MATIC;;X;;;;W1K2470881J......;163;Limousine;Schwarz;;5;2;0;1546;494;2040;0;0;50;0;1331;4;120;;B;Benzin;N/A;0;NA;;B6d;M;Mechanisch;M8A;V;Vorderrad;2;2021;7;LU;Deutschland;A;2023;1;0;Weiss;N;Normalschild;I;ZG;63..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 200 CDI;B 200 CDI;B;200;CDI;1MF972;;;;;WDD2462081J......;161;Stationswagen;Grau;Metallic;5;2;0;1505;520;2025;0;0;75;0;2143;4;100;651930;D;Diesel;N/A;0;111;;B6b;M;Mechanisch;M7A;V;Vorderrad;2;2015;3;BE;;;NA;NA;0;Weiss;N;Normalschild;I;BE;30..;CH;Schweiz;01.07.2024
M1;1;Personenwagen;0;4043;MERCEDES-BENZ;MERCEDES-BENZ B 200 CDI;B 200 CDI;B;200;CDI;1MD361;;;;;WDD2452081J......;163;Limousine;Grau;Metallic;5;2;0;1470;410;1880;0;0;75;0;1992;4;103;;D;Diesel;N/A;0;165;;B04;S;Stufenlos;S;V;Vorderrad;2;2006;2;AG;;;NA;NA;0;Weiss;N;Normalschild;I;AG;56..;CH;Schweiz;01.07.2024
